date,revenue,promo
2023-09-11,1337.65,0
2023-09-12,1391.76,0
2023-09-13,1364.27,0
2023-09-14,1475.2,0
2023-09-15,1772.88,1
2023-09-16,1331.75,0
2023-09-17,1847.29,1
2023-09-18,1346.92,0
2023-09-19,1328.82,0
2023-09-20,1289.9,0
2023-09-21,1176.98,0
2023-09-22,1342.46,0
2023-09-23,1790.59,1
2023-09-24,1564.83,0
2023-09-25,1516.93,0
2023-09-26,1293.11,0
2023-09-27,1308.79,0
2023-09-28,1210.9,0
2023-09-29,1092.37,0
2023-09-30,1367.36,0
2023-10-01,1398.48,0
2023-10-02,1115.36,0
2023-10-03,1387.07,0
2023-10-04,1258.18,0
2023-10-05,1264.12,0
2023-10-06,1201.63,0
2023-10-07,1388.02,0
2023-10-08,1496.51,0
2023-10-09,1215.97,0
2023-10-10,1260.77,0
2023-10-11,1195.88,0
2023-10-12,1180.48,0
2023-10-13,1087.59,0
2023-10-14,1191.86,0
2023-10-15,1443.47,0
2023-10-16,1202.16,0
2023-10-17,1086.95,0
2023-10-18,1188.7,0
2023-10-19,1193.17,0
2023-10-20,1006.89,0
2023-10-21,1275.73,0
2023-10-22,1399.04,0
2023-10-23,1209.42,0
2023-10-24,1079.93,0
2023-10-25,1185.13,0
2023-10-26,1253.2,0
2023-10-27,1230.37,0
2023-10-28,1335.37,0
2023-10-29,1297.86,0
2023-10-30,1496.16,1
2023-10-31,1194.79,0
2023-11-01,1616.29,0
2023-11-02,1568.34,0
2023-11-03,1513.7,0
2023-11-04,2394.55,1
2023-11-05,1686.47,0
2023-11-06,1575.22,0
2023-11-07,1581.98,0
2023-11-08,1896.96,1
2023-11-09,1298.78,0
2023-11-10,1645.46,0
2023-11-11,1692.96,0
2023-11-12,1461.84,0
2023-11-13,1405.47,0
2023-11-14,1557.46,0
2023-11-15,1535.25,0
2023-11-16,1421.4,0
2023-11-17,1617.04,0
2023-11-18,1530.04,0
2023-11-19,2102.51,1
2023-11-20,1489.86,0
2023-11-21,1506.84,0
2023-11-22,1516.34,0
2023-11-23,1557.54,0
2023-11-24,1483.27,0
2023-11-25,1698.03,0
2023-11-26,2174.74,1
2023-11-27,1466.06,0
2023-11-28,1469.66,0
2023-11-29,1479.72,0
2023-11-30,1535.7,0
2023-12-01,1606.2,0
2023-12-02,1640.45,0
2023-12-03,1542.13,0
2023-12-04,1461.0,0
2023-12-05,1450.72,0
2023-12-06,1472.74,0
2023-12-07,1677.05,0
2023-12-08,1399.07,0
2023-12-09,1680.28,0
2023-12-10,1753.85,0
2023-12-11,1461.6,0
2023-12-12,2280.27,1
2023-12-13,1413.1,0
2023-12-14,1484.48,0
2023-12-15,1964.84,1
2023-12-16,1591.65,0
2023-12-17,1660.47,0
2023-12-18,1538.36,0
2023-12-19,1485.13,0
2023-12-20,1581.17,0
2023-12-21,1949.3,1
2023-12-22,1420.33,0
2023-12-23,1944.18,0
2023-12-24,1680.57,0
2023-12-25,1866.84,1
2023-12-26,1386.19,0
2023-12-27,1361.67,0
2023-12-28,1554.45,0
2023-12-29,1422.58,0
2023-12-30,1655.52,0
2023-12-31,1634.72,0
2024-01-01,1265.04,0
2024-01-02,1048.62,0
2024-01-03,1032.01,0
2024-01-04,1134.98,0
2024-01-05,1165.97,0
2024-01-06,1330.71,0
2024-01-07,1228.25,0
2024-01-08,1176.97,0
2024-01-09,1066.8,0
2024-01-10,1086.02,0
2024-01-11,1054.41,0
2024-01-12,1233.91,0
2024-01-13,1371.07,0
2024-01-14,1370.56,0
2024-01-15,1334.07,0
2024-01-16,1363.36,0
2024-01-17,1004.73,0
2024-01-18,1084.43,0
2024-01-19,1096.42,0
2024-01-20,1249.1,0
2024-01-21,1230.25,0
2024-01-22,1128.91,0
2024-01-23,1057.21,0
2024-01-24,1185.37,0
2024-01-25,1165.05,0
2024-01-26,1202.71,0
2024-01-27,1394.12,0
2024-01-28,1898.12,1
2024-01-29,1141.28,0
2024-01-30,1349.24,0
2024-01-31,1197.08,0
2024-02-01,1105.07,0
2024-02-02,1100.72,0
2024-02-03,1200.34,0
2024-02-04,1851.75,1
2024-02-05,1183.01,0
2024-02-06,1157.17,0
2024-02-07,1368.54,0
2024-02-08,1249.21,0
2024-02-09,1267.65,0
2024-02-10,1299.15,0
2024-02-11,1295.73,0
2024-02-12,1219.77,0
2024-02-13,1234.93,0
2024-02-14,1064.69,0
2024-02-15,1300.66,0
2024-02-16,1232.12,0
2024-02-17,1393.27,0
2024-02-18,1337.51,0
2024-02-19,1195.08,0
2024-02-20,1230.32,0
2024-02-21,1697.59,1
2024-02-22,1306.41,0
2024-02-23,1352.32,0
2024-02-24,1905.37,1
2024-02-25,1398.84,0
2024-02-26,1307.78,0
2024-02-27,1327.29,0
2024-02-28,1238.03,0
2024-02-29,1351.71,0
2024-03-01,1469.14,0
2024-03-02,1601.73,0
2024-03-03,1656.34,0
2024-03-04,1218.39,0
2024-03-05,1302.43,0
2024-03-06,1306.31,0
2024-03-07,1300.42,0
2024-03-08,1253.86,0
2024-03-09,1341.97,0
2024-03-10,1511.63,0
2024-03-11,1254.75,0
2024-03-12,1338.28,0
2024-03-13,1260.3,0
2024-03-14,1235.64,0
2024-03-15,1456.4,0
2024-03-16,1543.26,0
2024-03-17,1593.45,0
2024-03-18,1563.0,0
2024-03-19,1386.21,0
2024-03-20,1904.0,1
2024-03-21,1265.08,0
2024-03-22,1248.88,0
2024-03-23,2334.46,1
2024-03-24,1460.07,0
2024-03-25,1283.97,0
2024-03-26,1385.61,0
2024-03-27,1384.83,0
2024-03-28,1309.52,0
2024-03-29,1372.09,0
2024-03-30,1722.71,0
2024-03-31,1500.65,0
2024-04-01,1357.76,0
2024-04-02,1512.3,0
2024-04-03,1471.85,0
2024-04-04,1364.96,0
2024-04-05,1272.55,0
2024-04-06,1530.94,0
2024-04-07,1612.99,0
2024-04-08,1561.0,0
2024-04-09,1342.24,0
2024-04-10,1442.67,0
2024-04-11,1524.01,0
2024-04-12,1215.96,0
2024-04-13,1762.02,0
2024-04-14,1510.7,0
2024-04-15,1597.17,0
2024-04-16,1500.21,0
2024-04-17,2147.61,1
2024-04-18,1539.52,0
2024-04-19,1238.81,0
2024-04-20,1578.11,0
2024-04-21,1689.72,0
2024-04-22,1476.75,0
2024-04-23,1550.99,0
2024-04-24,1587.53,0
2024-04-25,1572.18,0
2024-04-26,1488.79,0
2024-04-27,1475.88,0
2024-04-28,1644.22,0
2024-04-29,2114.26,1
2024-04-30,1408.7,0
2024-05-01,1689.95,0
2024-05-02,1629.09,0
2024-05-03,2090.54,1
2024-05-04,1349.63,0
2024-05-05,1567.24,0
2024-05-06,1748.22,0
2024-05-07,1488.16,0
2024-05-08,1335.02,0
2024-05-09,1687.6,0
2024-05-10,1557.64,0
2024-05-11,1873.54,0
2024-05-12,1775.59,0
2024-05-13,1614.79,0
2024-05-14,1607.08,0
2024-05-15,2350.26,1
2024-05-16,1823.16,0
2024-05-17,1682.06,0
2024-05-18,1563.06,0
2024-05-19,1814.92,0
2024-05-20,1708.69,0
2024-05-21,1717.97,0
2024-05-22,2078.23,1
2024-05-23,1718.59,0
2024-05-24,1694.48,0
2024-05-25,2092.54,0
2024-05-26,1682.04,0
2024-05-27,1540.47,0
2024-05-28,1564.83,0
2024-05-29,1545.99,0
2024-05-30,1502.85,0
2024-05-31,1294.15,0
2024-06-01,2455.63,1
2024-06-02,1833.89,0
2024-06-03,1553.64,0
2024-06-04,1828.87,0
2024-06-05,1613.57,0
2024-06-06,1759.21,0
2024-06-07,1644.23,0
2024-06-08,1899.79,0
2024-06-09,1832.17,0
2024-06-10,2393.79,1
2024-06-11,1625.49,0
2024-06-12,1676.38,0
2024-06-13,1662.57,0
2024-06-14,1589.1,0
2024-06-15,1946.25,0
2024-06-16,2085.34,0
2024-06-17,1593.19,0
2024-06-18,1672.19,0
2024-06-19,1768.07,0
2024-06-20,1755.17,0
2024-06-21,1627.14,0
2024-06-22,1504.79,0
2024-06-23,2526.78,1
2024-06-24,1373.83,0
2024-06-25,1794.02,0
2024-06-26,1645.99,0
2024-06-27,1740.51,0
2024-06-28,1523.88,0
2024-06-29,1610.14,0
2024-06-30,1839.21,0
2024-07-01,2311.11,1
2024-07-02,2119.09,1
2024-07-03,2207.06,1
2024-07-04,2618.35,1
2024-07-05,1719.12,0
2024-07-06,1936.15,0
2024-07-07,1909.51,0
2024-07-08,1790.29,0
2024-07-09,1599.93,0
2024-07-10,1387.56,0
2024-07-11,1598.38,0
2024-07-12,1710.79,0
2024-07-13,1675.74,0
2024-07-14,1774.53,0
2024-07-15,1622.98,0
2024-07-16,1784.11,0
2024-07-17,1697.74,0
2024-07-18,1685.31,0
2024-07-19,1680.5,0
2024-07-20,1784.34,0
2024-07-21,1812.24,0
2024-07-22,1472.74,0
2024-07-23,1358.83,0
2024-07-24,1619.57,0
2024-07-25,2210.41,1
2024-07-26,1734.65,0
2024-07-27,1972.97,0
2024-07-28,1970.74,0
2024-07-29,1482.35,0
2024-07-30,1552.48,0
2024-07-31,1643.17,0
2024-08-01,1974.99,0
2024-08-02,1749.81,0
2024-08-03,1901.56,0
2024-08-04,1713.37,0
2024-08-05,1481.31,0
2024-08-06,1663.7,0
2024-08-07,1453.0,0
2024-08-08,1545.67,0
2024-08-09,1556.87,0
2024-08-10,1941.81,0
2024-08-11,1701.19,0
2024-08-12,1748.6,1
2024-08-13,1614.43,0
2024-08-14,1480.57,0
2024-08-15,1648.98,0
2024-08-16,1541.96,0
2024-08-17,1695.52,0
2024-08-18,1821.35,0
2024-08-19,1377.49,0
2024-08-20,1484.48,0
2024-08-21,1610.97,0
2024-08-22,1982.47,1
2024-08-23,1359.05,0
2024-08-24,2414.51,1
2024-08-25,1839.67,0
2024-08-26,1517.77,0
2024-08-27,1310.96,0
2024-08-28,1591.41,0
2024-08-29,1337.54,0
2024-08-30,1542.91,0
2024-08-31,2136.14,1
2024-09-01,1629.96,0
2024-09-02,1454.39,0
2024-09-03,1478.41,0
2024-09-04,1427.03,0
2024-09-05,1552.64,0
2024-09-06,1441.49,0
2024-09-07,2401.55,1
2024-09-08,1694.14,0
2024-09-09,1405.98,0
2024-09-10,1385.47,0
2024-09-11,1301.87,0
2024-09-12,2022.5,1
2024-09-13,1428.59,0
2024-09-14,1369.04,0
2024-09-15,1663.5,0
2024-09-16,1363.21,0
2024-09-17,1611.76,0
2024-09-18,1275.68,0
2024-09-19,1299.19,0
2024-09-20,1553.66,0
2024-09-21,2392.21,1
2024-09-22,1530.76,0
2024-09-23,1368.31,0
2024-09-24,1489.95,0
2024-09-25,1610.4,1
2024-09-26,1236.49,0
2024-09-27,1390.54,0
2024-09-28,1768.18,0
2024-09-29,1543.29,0
2024-09-30,1418.53,0
